name,address,city,stars,review_count,tags
Taps Restaurant Bar & Lounge,777 North Ashley Dr,Tampa,3.5,334,food american (new) tapas/small plates mexican wine bar restaurants gastropubs nightlife bar beer wine & spirits taco sandwich cocktail bar food american (new) tapas/small plates mexican wine bar restaurants gastropubs nightlife bar beer wine & spirits taco sandwich cocktail bar restaurantsattire_casual outdoorseating wifi_free businessparking_street noiselevel_average bikeparking businessacceptscreditcards hastv alcohol_full_bar restaurantstakeout moderate casual restaurantsgoodforgroups caters restaurantstableservice ambience_trendy ambience_classy smoking_outdoor bestnights_friday bestnights_thursday bestnights_saturday happyhour dogsallowed goodformeal_latenight goodformeal_lunch goodformeal_dinner wheelchairaccessible restaurantsdelivery
The Vineyards Trattoria,250 Apollo Beach Blvd,Apollo Beach,4.0,154,italian restaurants italian restaurants restaurantsgoodforgroups businessacceptscreditcards restaurantsreservations restaurantsattire_casual restaurantsdelivery moderate casual alcohol_full_bar ambience_classy goodforkids outdoorseating goodformeal_lunch caters happyhour noiselevel_average restaurantstakeout restaurantstableservice hastv businessparking_street
Latitudes Apollo,131 Harbor Village Ln,Apollo Beach,4.0,175,american (new) bar nightlife restaurants american (new) bar nightlife restaurants bikeparking businessacceptscreditcards noiselevel_average outdoorseating caters smoking_outdoor alcohol_full_bar happyhour restaurantsgoodforgroups ambience_casual wheelchairaccessible goodformeal_dessert goodformeal_latenight goodformeal_lunch goodformeal_dinner goodformeal_brunch bestnights_friday bestnights_saturday restaurantsreservations moderate casual music_live restaurantstableservice restaurantsattire_casual hastv
Poppo's Taqueria,1033 Central Ave,Saint Petersburg,4.5,114,new mexican cuisine restaurants mexican new mexican cuisine restaurants mexican dogsallowed businessacceptscreditcards restaurantsgoodforgroups ambience_casual hastv alcohol_beer_and_wine outdoorseating
Olive Garden Italian Restaurant,2602 W Brandon Blvd,Brandon,3.0,168,italian bar soup wine bar salad restaurants nightlife italian bar soup wine bar salad restaurants nightlife restaurantsgoodforgroups businessacceptscreditcards businessparking_lot moderate casual goodforkids restaurantsattire_casual restaurantstakeout wifi_free alcohol_full_bar caters noiselevel_average happyhour bestnights_sunday bikeparking wheelchairaccessible hastv restaurantstableservice ambience_casual goodformeal_lunch goodformeal_dinner restaurantsdelivery
Cappy's Pizzeria,3200 W Bay-to-Bay Blvd,Tampa,4.0,153,pizza restaurants pizza restaurants bikeparking goodforkids restaurantsattire_casual moderate casual restaurantstakeout alcohol_beer_and_wine businessparking_lot noiselevel_loud restaurantsgoodforgroups hastv outdoorseating goodformeal_dinner restaurantstableservice ambience_casual
Topless Tacos And More,7045 Ridge Rd,New Port Richey,3.5,45,puerto rican taco acai bowls mexican food caribbean restaurants food delivery services latin american fast food puerto rican taco acai bowls mexican food caribbean restaurants food delivery services latin american fast food restaurantstableservice bikeparking businessacceptscreditcards goodforkids caters restaurantstakeout restaurantsreservations restaurantsdelivery wheelchairaccessible wifi_free businessparking_street
BT To Go,3215 S MacDill Ave,Tampa,4.0,94,food specialty food ethnic food vietnamese restaurants food specialty food ethnic food vietnamese restaurants restaurantstableservice restaurantsdelivery bikeparking businessparking_lot wheelchairaccessible restaurantstakeout ambience_trendy ambience_casual restaurantsattire_casual wifi_free businessacceptscreditcards outdoorseating goodforkids goodformeal_lunch goodformeal_dinner caters moderate casual noiselevel_quiet
Fronte Pizza,5980 66th St N,Saint Petersburg,4.5,14,pizza sandwich salad food delivery services italian restaurants food chicken wings pizza sandwich salad food delivery services italian restaurants food chicken wings restaurantsattire_casual moderate casual businessacceptscreditcards restaurantsgoodforgroups wheelchairaccessible restaurantsdelivery restaurantstakeout caters
211,211 N Tampa St,Tampa,3.5,32,restaurants american (new) restaurants american (new) businessacceptscreditcards restaurantsgoodforgroups hastv moderate casual restaurantstakeout restaurantsdelivery restaurantsattire_casual alcohol_full_bar goodforkids wifi_paid restaurantsreservations happyhour ambience_classy
Magdalena's Pizzeria,2313 W Linebaugh Ave,Tampa,4.5,178,pizza italian restaurants filipino chicken wings salad desserts sandwich food pizza italian restaurants filipino chicken wings salad desserts sandwich food wheelchairaccessible restaurantsdelivery goodforkids moderate casual caters businessacceptscreditcards hastv restaurantstakeout businessparking_street businessparking_lot ambience_casual
Cracker Barrel Old Country Store,6150 Lazy Days Blvd,Seffner,3.5,120,southern comfort food food event planning & services american (traditional) caterers restaurants desserts breakfast & brunch southern comfort food food event planning & services american (traditional) caterers restaurants desserts breakfast & brunch goodforkids restaurantsgoodforgroups bikeparking restaurantsattire_casual businessparking_lot noiselevel_average businessacceptscreditcards moderate casual restaurantstakeout goodformeal_dessert goodformeal_lunch goodformeal_dinner goodformeal_brunch goodformeal_breakfast restaurantsdelivery restaurantstableservice caters ambience_casual
Tnt burger,7206 N Dale Mabry Hwy,Tampa,4.5,26,food trucks restaurants burger fast food food food trucks restaurants burger fast food food restaurantstakeout moderate casual businessparking_lot restaurantsdelivery
Beef 'O' Brady's,1660 Bruce B Downs Blvd,Wesley Chapel,2.5,46,pubs nightlife bar sandwich american (new) restaurants american (traditional) sports bar pubs nightlife bar sandwich american (new) restaurants american (traditional) sports bar restaurantsreservations noiselevel_average alcohol_full_bar restaurantsattire_casual restaurantstakeout bikeparking moderate casual wifi_free restaurantsgoodforgroups caters goodforkids businessacceptscreditcards businessparking_lot hastv bestnights_monday bestnights_friday ambience_casual restaurantsdelivery
Great Wall Chinese Restaurant,603 N US Hwy 41,Ruskin,4.0,33,restaurants chinese restaurants chinese restaurantsgoodforgroups goodforkids businessacceptscreditcards restaurantsdelivery restaurantstakeout wheelchairaccessible noiselevel_loud caters restaurantsattire_casual moderate casual businessparking_lot restaurantsreservations bikeparking
Cody's Original Roadhouse,39870 US Hwy 19 N,Tarpon Springs,3.0,153,steakhouse restaurants steakhouse restaurants alcohol_full_bar bikeparking goodforkids restaurantstakeout moderate casual businessacceptscreditcards restaurantsgoodforgroups businessparking_lot goodformeal_dinner hastv restaurantsattire_casual happyhour wheelchairaccessible noiselevel_average outdoorseating restaurantstableservice ambience_casual
Al’s Barn,3410 S Kings Ave,Brandon,5.0,5,food trucks food american (new) restaurants food trucks food american (new) restaurants wheelchairaccessible bikeparking businessacceptscreditcards restaurantstakeout businessparking_lot
Chiang Mai Thai & Sushi Bar,415 Cleveland St,Clearwater,3.5,92,restaurants thai sushi bar restaurants thai sushi bar restaurantsreservations moderate casual alcohol_beer_and_wine caters restaurantsgoodforgroups hastv businessacceptscreditcards outdoorseating restaurantsattire_casual restaurantstakeout businessparking_street bikeparking goodformeal_lunch goodformeal_dinner restaurantsdelivery goodforkids noiselevel_quiet ambience_casual
Wendy's,2110 Bloomingdale Ave,Valrico,1.5,19,fast food burger restaurants fast food burger restaurants restaurantstakeout cheap budget inexpensive affordable hastv restaurantsdelivery businessparking_lot
Capt'n Jack's Waterfront Grille,21 Oscar Hill Rd,Tarpon Springs,3.5,286,seafood nightlife restaurants american (traditional) bar sports bar seafood nightlife restaurants american (traditional) bar sports bar restaurantstakeout bikeparking hastv noiselevel_average alcohol_full_bar caters wifi_free goodforkids smoking_outdoor businessparking_lot businessacceptscreditcards restaurantsgoodforgroups happyhour moderate casual restaurantsattire_casual ambience_casual goodformeal_lunch goodformeal_dinner music_live outdoorseating wheelchairaccessible restaurantsdelivery restaurantstableservice bestnights_friday bestnights_thursday bestnights_saturday
Living Food Bakery & Cafe,38201 10th Ave,Zephyrhills,5.0,11,bakeries sandwich food restaurants breakfast & brunch bakeries sandwich food restaurants breakfast & brunch restaurantstakeout wheelchairaccessible hastv caters restaurantsreservations outdoorseating cheap budget inexpensive affordable businessacceptscreditcards wifi_free
Waffle House,6502 N US Hwy 301,Tampa,3.0,15,american (traditional) breakfast & brunch restaurants diner waffle american (traditional) breakfast & brunch restaurants diner waffle businessacceptscreditcards restaurantstakeout goodforkids restaurantsattire_casual cheap budget inexpensive affordable businessparking_lot noiselevel_average bikeparking goodformeal_breakfast goodformeal_dinner ambience_casual
Mermaid Tavern,6719 N Nebraska Ave,Tampa,4.0,517,restaurants pubs gastropubs lounges bar american (new) wine bar nightlife restaurants pubs gastropubs lounges bar american (new) wine bar nightlife restaurantsattire_casual wifi_free alcohol_beer_and_wine bikeparking businessparking_lot restaurantstakeout restaurantsgoodforgroups bestnights_tuesday bestnights_friday bestnights_saturday noiselevel_average wheelchairaccessible dogsallowed smoking_outdoor ambience_hipster ambience_classy ambience_casual restaurantsdelivery happyhour businessacceptscreditcards moderate casual goodformeal_latenight goodformeal_dinner
International Plaza and Bay Street,2223 N Westshore Blvd,Tampa,4.5,261,shopping nightlife shopping centers bar restaurants american (traditional) department stores fashion shopping nightlife shopping centers bar restaurants american (traditional) department stores fashion bikeparking businessacceptscreditcards upscale fancy wheelchairaccessible businessparking_valet businessparking_garage businessparking_lot
Royal Orchid,1200 N Westshore Blvd,Tampa,2.5,83,restaurants indian restaurants indian moderate casual restaurantstakeout restaurantsgoodforgroups businessacceptscreditcards goodforkids restaurantsattire_casual outdoorseating restaurantsreservations bikeparking restaurantstableservice alcohol_full_bar noiselevel_average businessparking_lot hastv goodformeal_dinner ambience_classy ambience_casual happyhour caters wifi_free
Kipos,1910 N Ola Ave,Tampa,2.5,21,restaurants mediterranean greek restaurants mediterranean greek restaurantstakeout
Crafty Crab St. Pete,2901 Tyrone Blvd N,Saint Petersburg,3.5,25,comfort food cajun/creole restaurants seafood comfort food cajun/creole restaurants seafood wifi_free hastv alcohol_full_bar wheelchairaccessible happyhour restaurantstableservice bikeparking restaurantstakeout restaurantsdelivery businessacceptscreditcards restaurantsreservations businessparking_lot
Le Peep,12852 W Hillsborough Ave,Tampa,4.5,68,restaurants american (traditional) breakfast & brunch restaurants american (traditional) breakfast & brunch restaurantsdelivery outdoorseating restaurantstakeout noiselevel_average restaurantstableservice businessacceptscreditcards restaurantsgoodforgroups hastv goodformeal_brunch wifi_free moderate casual goodforkids ambience_casual ambience_trendy wheelchairaccessible dogsallowed
Paul's Chicago Pizza,11002 4th St N,Saint Petersburg,4.5,189,pizza restaurants italian pizza restaurants italian restaurantstableservice caters moderate casual wifi_free goodforkids restaurantstakeout businessacceptscreditcards noiselevel_average restaurantsattire_casual alcohol_full_bar bikeparking restaurantsgoodforgroups hastv goodformeal_lunch goodformeal_dinner goodformeal_dessert happyhour ambience_casual ambience_trendy
